area,perimeter,height,width,r_value,g_value,b_value,index,label
210.5,303.6036909,275,388,219,160,87,11,4
224.5,324.3232869,275,388,214,132,67,12,4
191.0,375.2682776,275,388,208,128,61,12,4
215.5,335.1350614,275,388,209,160,93,13,4
258.5,395.8873687,275,388,197,142,97,10,4
214.0,386.7496933,275,388,209,122,65,12,4
227.0,14.48528123,275,388,210,141,74,12,4
221.0,0.0,275,388,209,132,72,13,4
214.0,16.2308656,275,388,218,165,76,12,4
202.5,317.5614688,275,388,207,126,56,12,4
225.5,258.4487703,275,388,207,167,81,12,4
254.0,267.0311081,275,388,210,168,46,11,4
185.0,169.2548332,275,388,221,165,66,11,4
190.0,235.6321175,275,388,216,136,85,13,4
196.0,30.82152891,275,388,210,165,98,12,4
190.0,0.0,275,388,206,156,83,13,4
227.0,49.584776,275,388,215,156,106,12,4
221.0,644.1087214,275,388,217,185,133,12,4
213.5,289.0193322,275,388,202,142,88,11,4
240.0,275.019333,275,388,213,141,51,11,4
210.0,397.1878734,275,388,205,148,59,12,4
215.5,350.4079755,275,388,196,115,60,12,4
228.0,4.097056246,275,388,210,172,100,13,4
194.0,0.0,275,388,197,168,71,12,4
198.0,319.2619733,275,388,200,175,90,11,4
215.0,247.1350618,275,388,212,166,80,13,4
239.5,247.1683675,275,388,222,159,58,13,4
231.0,0.0,275,388,223,158,51,13,4
204.5,254.4924216,275,388,195,166,116,12,4
204.0,3.2,275,388,215,165,111,12,4
197.5,28.67939372,275,388,213,156,104,11,4
202.5,15.89116874,275,388,203,167,118,13,4
233.0,4.4,275,388,208,161,100,12,4
226.5,527.9275706,275,388,198,159,99,13,4
226.0,276.9527232,275,388,214,169,102,14,4
197.5,70.87005723,275,388,211,167,86,12,4
219.5,2.4,275,388,201,167,82,13,4
202.5,9.656854153,275,388,206,117,66,12,4
214.0,389.161469,275,388,215,160,54,11,4
211.5,640.9210892,275,388,207,155,67,10,4
215.0,288.1909059,275,388,215,160,65,13,4
228.5,487.5643257,275,388,203,166,81,12,4
237.5,260.7919164,275,388,199,163,81,13,4
224.5,194.6601283,275,388,195,170,82,14,4
175.0,66.37644997,275,388,206,161,128,13,4
229.5,271.362478,275,388,213,162,86,12,4
208.5,675.3655759,137,124,200,156,47,12,5
212.0,702.3763425,137,161,197,165,59,13,5
214.5,4.779898953,137,161,209,164,83,11,5
191.0,12.35979791,141,161,217,154,106,12,5
221.5,2.828427076,141,161,218,155,21,11,5
219.5,44.20386686,252,161,211,158,108,12,5
169.5,104.6454967,256,161,207,148,91,11,5
191.0,31.07939372,256,161,176,97,56,11,5
236.5,327.6938486,256,162,216,131,67,14,5
238.0,6.788224983,256,162,208,144,90,11,5
230.5,220.055668,263,215,200,143,89,13,5
230.5,13.51959581,263,215,228,161,98,10,5
241.0,173.0205185,263,215,185,186,77,13,5
230.0,105.4793937,263,215,208,165,87,12,5
237.5,2.8,263,215,198,168,29,14,5
244.5,4.0,263,215,203,154,10,10,5
208.0,515.7328665,263,215,197,166,62,12,5
226.5,531.6461555,263,215,198,159,68,13,5
264.0,20.27939372,263,215,190,177,48,11,5
184.5,14.31959581,263,215,209,135,76,12,5
198.5,366.3643257,263,215,216,128,60,12,5
225.5,527.0437171,263,312,203,134,64,13,5
215.5,500.0613795,263,312,209,128,60,12,5
233.0,23.72548332,263,312,227,154,63,10,5
222.5,365.9025975,263,312,206,169,99,12,5
219.5,263.8782078,263,312,199,162,86,12,5
194.0,6.4,263,312,208,163,98,11,5
228.0,49.32548332,263,312,217,148,79,11,5
249.5,0.0,263,312,208,148,43,12,5
208.0,663.6955173,263,312,194,157,65,13,5
212.5,227.5218589,263,312,205,160,57,12,5
208.5,14.0,263,312,196,127,59,11,5
195.0,120.8528126,263,312,206,180,123,12,5
189.5,28.61909058,263,312,220,182,116,12,5
208.0,10.92548332,263,312,206,136,69,11,5
248.5,252.8723207,263,312,211,158,101,12,5
208.5,0.0,263,312,207,129,61,12,5
274.0,30.72792184,263,312,206,167,93,12,5
229.5,494.824034,263,312,201,125,63,12,5
226.5,238.1978027,263,312,214,158,97,12,5
251.5,13.51959581,263,312,221,162,101,10,5
241.0,14.24264061,263,312,192,155,57,13,5
224.0,4.779898953,263,312,221,116,74,12,5
232.5,220.1291747,267,312,216,159,94,12,5
182.5,159.8115997,267,312,206,166,113,13,5
183.5,0.0,267,312,210,170,103,13,5
191.0,4.779898953,267,312,212,160,98,12,5
217.0,136.5019333,267,312,193,125,55,14,5
252.5,4.4,267,312,195,121,54,14,5
233.0,525.4672668,267,312,212,159,75,12,5
218.0,479.3245399,267,312,203,128,59,11,5
238.5,255.9953663,267,312,216,140,88,13,5
234.0,13.34558437,267,312,223,153,94,13,5
207.0,805.2794607,267,312,210,155,46,11,5
190.0,214.6934315,267,312,207,158,104,11,5
213.5,429.1054506,267,312,213,165,107,12,5
180.5,198.6934316,267,312,208,165,107,12,5
211.5,290.3898953,267,312,216,155,100,12,5
207.0,354.1687852,267,312,206,170,110,11,5
226.5,334.5056243,267,312,212,160,64,13,5
223.5,440.8183218,267,312,217,159,68,14,5
229.0,22.25929267,267,312,212,155,69,13,5
225.0,356.0820749,267,312,215,153,87,10,5
246.5,0.0,279,312,215,152,80,11,5
223.0,320.7212656,279,312,214,138,60,10,5
240.5,143.6812393,279,322,210,139,98,12,5
192.5,0.0,279,322,212,157,100,12,5
182.0,284.930601,279,322,216,161,101,11,5
202.5,257.2036919,279,322,207,161,52,14,5
194.5,282.3350611,279,322,213,168,111,13,5
178.5,174.0174873,279,322,198,158,96,12,5
234.0,395.7472545,279,322,222,157,54,13,5
221.0,372.7281639,279,322,211,159,90,12,5
224.5,8.828427076,279,322,210,125,69,14,5
199.0,0.0,279,322,221,150,48,14,5
209.5,16.94558437,279,322,203,162,98,10,5
235.5,742.2287364,279,322,221,163,99,11,5
235.5,232.2012531,279,322,216,137,63,11,5
160.5,137.5675311,279,322,215,133,100,12,5
216.0,4.828427076,279,322,210,157,49,13,5
176.5,154.6233743,279,322,202,169,107,11,5
187.0,3.2,279,322,214,157,97,13,5
167.0,80.61564159,279,322,211,168,112,11,5
237.0,11.89949477,279,322,207,166,88,12,5
230.5,371.7888833,279,322,200,165,90,13,5
241.5,34.49015827,279,322,222,155,69,12,5
223.0,243.8497809,279,322,217,141,77,14,5
235.5,156.4057119,279,322,220,150,100,12,5
231.5,287.5046138,279,322,218,161,106,12,5
247.5,238.9894781,279,322,213,148,108,12,5
197.5,287.5046135,279,322,213,159,44,13,5
236.0,4.097056246,279,322,223,155,82,13,5
232.0,5.794112492,279,322,228,163,108,11,5
224.0,301.0997374,279,322,200,160,96,12,5
219.5,372.475176,279,322,222,148,76,11,5
222.0,365.9898959,279,322,220,138,61,10,5
228.0,12.71959581,279,322,200,161,89,12,5
197.5,9.656854153,279,337,209,174,91,13,5
241.0,279.0546571,279,337,206,160,100,11,5
249.0,357.9898945,279,337,220,163,101,10,5
244.5,238.1173984,279,337,219,163,99,11,5
200.5,180.7253085,279,337,213,129,62,13,5
243.0,157.3949473,279,337,218,147,107,13,5
222.0,310.7766918,279,337,216,163,103,11,5
211.0,525.2843371,279,337,216,173,112,12,5
250.5,595.6823184,279,337,208,165,99,14,5
223.5,437.830514,279,337,220,169,99,12,5
203.5,415.1878747,279,337,203,171,114,11,5
266.5,0.0,279,337,199,126,63,12,5
233.0,0.0,279,337,205,165,56,11,5
258.5,416.5168087,279,337,214,182,134,15,5
248.5,452.2319447,279,337,201,148,105,12,5
246.0,199.4851054,279,337,219,151,98,12,5
193.5,140.190071,279,337,219,142,88,14,5
221.5,228.4036923,279,337,197,144,98,13,5
246.0,358.773243,279,337,212,140,102,12,5
215.0,13.07106769,279,337,204,164,75,13,5
216.0,2.4,279,337,206,127,70,11,5
233.5,220.8438932,279,337,208,136,64,14,5
237.5,5.462741661,279,337,216,149,46,12,5
222.5,260.5978036,279,337,210,163,40,13,5
256.0,304.2997367,279,337,213,158,112,13,5
243.5,301.9232864,279,337,205,161,107,12,5
248.0,936.933109,279,337,198,155,76,14,5
205.5,210.6899822,279,337,203,154,51,13,5
226.0,267.8061316,279,337,202,166,77,14,5
239.0,286.3115117,279,337,214,159,73,11,5
228.5,298.6761884,279,337,206,154,16,12,5
222.0,8.876955199,279,337,192,149,90,13,5
200.0,8.691168737,279,337,198,117,67,10,5
273.5,15.65685415,279,337,211,161,42,13,5
236.5,573.5775278,279,337,206,168,68,11,5
238.5,454.8731539,279,337,210,167,63,12,5
232.0,6.828427076,279,337,199,169,97,11,5
248.5,8.73969686,279,337,201,167,95,12,5
211.0,221.4213528,279,337,204,155,44,11,5
251.0,9.188224983,279,337,213,147,45,13,5
262.5,549.0554927,279,337,211,151,55,13,5
226.0,0.0,279,337,219,151,87,13,5
205.0,328.3330414,279,337,208,154,23,12,5
212.0,308.4369966,279,337,208,163,32,13,5
226.0,215.2958701,279,337,212,163,107,13,5
243.0,19.42253957,279,337,221,164,107,13,5
239.0,5.091168737,279,337,214,152,98,12,5
224.5,509.59073,279,337,223,152,29,12,5
245.0,434.3878751,279,337,210,166,78,12,5
230.0,265.4311077,279,337,214,161,73,13,5
231.5,20.0,279,365,206,169,76,13,5
210.0,279.3291744,279,365,210,156,16,11,5
216.0,210.6934314,279,365,217,186,123,11,5
203.5,2.0,279,365,211,157,49,11,5
217.5,300.0820742,279,365,225,150,89,11,5
222.0,260.4369946,279,365,210,158,101,12,5
213.0,266.1742532,279,365,205,163,102,12,5
230.0,0.0,279,365,212,157,90,12,5
246.0,304.5742546,279,365,207,164,96,12,5
218.5,300.0903999,279,365,209,172,101,13,5
227.5,281.6051207,279,365,225,159,90,12,5
206.5,0.0,279,365,194,172,62,12,5
224.5,354.9604578,279,365,210,166,46,11,5
199.5,315.4997355,279,365,218,155,19,12,5
208.0,688.711163,279,365,217,148,40,12,5
204.0,607.6622158,279,365,217,148,39,13,5
261.5,230.3919182,279,365,200,165,90,10,5
246.0,8.691168737,279,365,222,139,26,13,5
243.5,280.5409501,279,365,220,164,108,13,5
248.0,298.060545,279,365,219,160,102,14,5
250.0,377.7472554,279,365,199,124,81,11,5
228.5,5.794112492,279,365,207,158,88,13,5
261.5,481.0818991,279,365,194,173,88,12,5
214.5,427.8893907,279,365,208,163,31,12,5
225.5,299.9350618,279,365,196,128,56,11,5
222.5,260.9777029,279,365,205,171,78,11,5
217.5,270.5340513,279,365,212,162,30,13,5
206.0,8.0,279,365,187,161,69,11,5
194.0,345.8997375,279,365,203,163,61,12,5
209.5,268.3565912,279,365,215,157,30,11,5
249.0,3.2,279,365,188,154,62,15,5
294.5,312.475177,279,365,199,173,87,12,5
263.0,0.0,279,365,214,161,82,13,5
299.0,23.17644997,279,365,200,153,16,14,5
289.5,18.34802289,279,365,208,184,115,13,5
216.0,244.4036905,279,365,208,163,30,12,5
256.0,274.3683663,279,365,217,154,91,12,5
252.5,2.4,279,365,206,168,90,12,5
247.0,221.6424656,279,365,202,161,93,12,5
213.0,442.6152903,279,365,214,163,46,11,5
212.5,256.1527236,279,365,206,164,68,13,5
216.5,277.1468365,279,365,196,134,51,12,5
221.5,271.3624785,279,365,200,154,37,13,5
230.0,18.77989895,279,365,217,155,75,13,5
227.0,295.8644127,279,365,207,157,20,11,5
214.0,5.794112492,279,365,207,149,12,13,5
211.0,317.2134459,279,365,207,149,11,11,5
218.0,315.5046149,279,365,216,157,112,13,5
329.0,91.82194562,279,365,195,155,8,10,5
235.5,17.38233747,279,365,201,180,84,13,5
234.0,8.876955199,279,365,190,100,62,11,5
225.5,809.0876118,279,365,218,121,70,13,5
216.5,854.4498479,279,365,226,128,91,13,5
227.0,338.0904001,279,365,199,172,74,13,5
257.5,104.2253956,279,365,221,131,98,13,5
199.5,17.47939372,279,365,210,164,42,11,5
188.5,373.1614708,279,365,203,164,59,14,5
192.5,467.3868631,279,365,210,166,49,12,5
217.0,28.67939372,279,365,200,162,27,11,5
228.5,373.8893902,279,365,212,156,114,11,5
193.0,335.1143691,279,365,202,155,22,11,5
214.0,488.7436305,279,365,196,166,20,11,5
219.0,37.07939372,279,365,196,166,20,11,5
227.0,313.8664326,279,365,208,174,95,11,5
235.0,0.0,279,365,209,173,100,12,5
213.5,14.98233747,279,365,212,113,72,13,5
189.0,475.4686951,279,365,223,162,109,11,5
177.5,182.6802291,279,365,226,161,105,11,5
192.0,139.4101717,279,365,226,155,99,13,5
215.0,2.731370831,279,365,208,174,85,13,5
211.0,15.45096664,279,365,200,165,63,11,5
233.5,280.4335462,279,365,215,145,80,13,5
205.5,102.8548332,279,365,197,122,62,11,5
195.0,4.525483322,279,365,197,120,66,13,5
218.0,8.0,279,365,188,118,64,13,5
198.0,49.8676187,279,365,212,162,74,13,5
206.5,268.6782079,279,365,215,159,43,11,5
211.5,794.9331082,279,365,223,112,71,12,5
218.0,3.959797907,279,365,213,163,77,13,5
216.5,0.0,279,365,215,163,98,12,5
213.0,218.6899833,279,365,217,172,107,12,5
225.5,21.91959581,279,365,220,170,100,13,5
225.5,451.3446411,279,365,216,102,58,13,5
198.5,9.071067691,279,365,220,152,36,13,5
229.5,3.394112492,279,365,212,176,88,14,5
220.0,8.194112492,279,365,204,162,61,13,5
183.0,0.0,279,365,207,153,60,11,5
202.5,562.5612928,279,365,222,155,46,13,5
218.0,334.2311077,279,365,216,162,74,13,5
228.0,25.43919163,279,365,215,153,46,11,5
192.0,316.8771977,279,365,205,155,56,12,5
223.5,435.2030987,279,365,215,168,88,11,5
203.0,4.4,279,365,204,170,83,11,5
223.5,315.2252208,279,365,198,167,83,12,5
219.0,11.58822498,279,365,211,174,84,14,5
177.0,65.96467495,279,365,199,171,95,13,5
199.5,652.3152028,279,365,207,152,92,13,5
206.0,1073.473222,279,365,215,164,101,12,5
225.5,34.95878744,279,365,215,153,91,12,5
208.0,257.0095797,279,365,211,169,53,14,5
229.5,366.4751769,279,365,210,165,79,12,5
193.0,179.1204314,279,365,202,172,57,13,5
229.0,6.759797907,279,365,205,164,87,13,5
211.0,321.6051177,279,365,214,157,49,13,5
189.5,4.8,279,365,211,126,64,13,5
184.5,148.7439806,279,365,209,159,50,12,5
239.0,271.9919152,279,365,219,151,41,13,5
211.5,278.6664339,279,365,211,150,48,13,5
203.5,294.2644114,279,365,216,142,68,13,5
221.0,398.6790429,279,365,211,165,83,12,5
200.5,596.8650728,279,365,201,99,69,14,5
203.0,804.4955187,279,365,217,105,64,13,5
217.5,367.3036022,279,365,215,165,77,12,5
220.0,253.3797232,279,365,202,134,70,13,5
210.0,534.1334581,279,365,214,132,63,12,5
203.0,14.12548332,279,365,199,115,63,13,5
219.0,516.6305144,279,365,211,163,80,11,5
241.0,339.4193329,279,365,210,164,82,13,5
211.0,339.4041084,279,365,196,118,67,13,5
237.5,0.0,279,365,218,140,66,11,5
223.5,185.5253068,279,365,204,120,66,9,5
241.5,329.3036038,279,365,203,160,105,12,5
237.0,861.3893642,279,365,201,155,101,12,5
247.5,800.5124155,279,365,211,167,85,13,5
227.5,12.25096664,279,365,212,165,82,12,5
191.0,283.3194223,279,365,200,157,71,13,5
204.5,35.42741642,279,365,208,127,65,12,5
195.0,441.3673551,279,365,226,145,57,13,5
236.5,20.75979791,279,365,208,169,93,11,5
230.0,293.6820731,279,365,223,164,77,12,5
213.0,312.9188273,279,365,217,153,95,13,5
210.5,594.1627202,279,365,219,135,79,14,5
224.5,5.462741661,279,365,214,146,45,12,5
230.0,385.8893898,279,365,206,146,51,12,5
234.0,437.7681911,279,365,208,139,67,13,5
235.0,639.440514,279,365,200,117,60,12,5
213.5,8.828427076,279,365,214,158,29,11,5
209.0,0.0,279,365,198,115,61,10,5
248.0,2.8,279,365,208,133,57,14,5
225.5,230.2782077,279,365,217,160,74,13,5
234.0,21.4308656,279,365,200,166,117,13,5
181.5,184.5880493,279,365,213,165,114,13,5
197.5,252.9360725,279,365,212,168,115,12,5
247.5,27.21320271,279,365,208,166,116,13,5
193.5,9.6,279,365,197,108,53,12,5
227.0,6.4,279,365,207,119,63,12,5
201.0,4.828427076,279,365,203,165,89,11,5
195.5,1.6,279,365,195,171,100,11,5
235.5,13.65685415,279,365,195,166,88,11,5
218.5,283.580141,279,365,218,155,21,11,5
207.0,0.0,279,365,211,153,49,11,5
201.0,10.59411249,279,365,224,147,34,12,5
209.0,551.7265605,279,365,223,147,35,11,5
188.5,23.89949477,279,365,207,152,40,12,5
237.5,180.4507934,279,365,198,138,75,14,5
242.0,522.59519,279,365,196,132,75,12,5
242.0,514.6922478,279,365,206,141,74,12,5
250.0,268.9860285,279,365,199,149,72,14,5
218.5,142.0660174,279,365,211,165,116,12,5
220.5,454.2201682,233,112,204,156,38,11,6
214.0,3.394112492,233,178,208,164,50,12,6
227.0,304.5742544,234,178,191,126,78,11,6
259.5,604.7617091,239,245,192,156,73,13,6
218.5,440.740774,239,245,218,168,66,9,6
255.5,2.8,251,245,203,146,51,13,6
295.0,939.9912136,251,245,190,151,62,12,6
170.0,2.0,251,245,203,140,79,11,6
170.5,209.1370829,251,245,225,150,69,13,6
178.0,176.1998261,251,245,219,158,100,11,6
173.5,250.1492757,251,245,219,152,93,13,6
223.0,262.2782082,251,245,216,126,64,13,6
220.5,328.9624784,251,245,220,157,74,15,6
210.0,9.2,251,245,212,141,89,11,6
234.0,4.097056246,251,245,214,120,73,12,6
220.0,64.72792184,251,245,221,123,72,12,6
224.5,325.9898962,251,245,191,162,74,11,6
215.0,333.0997365,251,245,211,161,36,12,6
227.0,488.4039318,251,245,218,144,83,12,6
227.5,222.5527243,251,245,207,155,7,11,6
222.0,264.7017585,251,245,202,155,14,11,6
223.5,2.0,251,245,192,163,30,12,6
206.0,256.8355676,251,245,222,179,118,14,6
240.5,104.8528106,251,245,209,168,114,13,6
200.0,4.0,251,245,208,131,72,13,6
219.0,9.656854153,251,245,213,147,91,14,6
215.5,363.0408604,251,245,212,159,76,12,6
241.0,19.2769552,251,245,217,161,80,13,6
225.5,274.048771,251,245,207,161,84,11,6
215.5,276.7115122,251,245,218,157,26,11,6
202.5,464.9291736,251,245,223,157,82,12,6
198.5,79.78233747,251,245,205,159,54,10,6
209.5,293.34095,264,245,214,176,119,10,6
253.0,260.2095786,264,245,209,166,69,13,6
225.5,125.577878,264,245,214,155,35,12,6
241.0,275.1115129,264,245,205,162,104,12,6
257.0,80.07350621,264,245,208,165,63,14,6
189.0,12.29116874,264,245,220,171,119,13,6
223.0,982.0874357,264,245,206,123,84,14,6
187.5,793.6228502,264,245,204,110,67,13,6
233.5,155.3969686,264,245,203,167,89,12,6
223.5,10.24264061,264,245,212,155,20,11,6
228.5,0.0,264,245,206,155,63,12,6
229.5,0.0,264,307,215,132,56,12,6
232.0,205.2189137,264,307,205,166,93,12,6
234.5,238.6664325,264,307,216,150,85,12,6
202.0,608.6936752,264,307,221,140,69,13,6
226.0,251.5801401,264,307,221,152,86,13,6
223.0,240.8487697,264,307,201,141,90,11,6
242.0,250.2546582,264,307,216,159,90,12,6
179.0,14.67939339,264,307,212,162,101,14,6
195.0,212.2497798,264,307,214,172,101,12,6
209.5,0.0,264,307,208,164,102,12,6
250.5,269.5683664,264,307,220,150,13,11,6
194.5,5.297056246,264,307,215,156,98,12,6
208.5,10.92548332,264,307,205,154,67,12,6
215.5,531.6731553,264,307,204,163,84,13,6
225.0,4.4,264,307,210,171,80,12,6
228.5,2.8,264,307,224,160,110,12,6
252.5,51.21320307,264,307,210,154,100,11,6
236.0,960.336974,264,307,217,148,89,13,6
200.0,677.7405982,264,307,212,162,100,13,6
229.0,626.7298319,264,307,212,111,66,11,6
225.0,116.0735062,264,307,205,160,76,14,6
221.5,391.5760986,264,307,202,128,57,11,6
244.5,722.1523752,264,307,194,161,77,12,6
224.0,673.6975418,264,307,210,167,90,12,6
207.5,750.1897198,264,351,222,161,89,12,6
211.5,278.3115128,264,351,204,162,77,11,6
210.5,459.3452344,264,351,216,157,80,10,6
215.0,559.759866,264,351,203,113,67,13,6
231.5,8.73969686,264,351,207,153,79,11,6
204.0,46.15878744,264,351,208,159,97,12,6
443.0,98.3293499,264,351,203,148,85,12,6
223.0,0.0,264,351,204,123,66,13,6
223.5,22.9539104,264,351,217,155,62,12,6
236.5,447.0491872,264,351,225,152,45,13,6
219.5,565.0583506,264,351,206,156,72,12,6
226.0,9.656854153,264,351,223,175,92,14,6
217.0,24.58233747,264,351,214,163,65,13,6
221.0,290.1409494,264,351,216,161,89,11,6
241.0,294.94095,264,351,219,162,84,13,6
238.0,23.31370831,264,351,204,160,96,11,6
177.5,125.9646749,264,351,193,153,129,16,6
232.0,283.705626,264,351,215,174,117,12,6
234.5,293.1198375,264,351,217,167,74,13,6
224.0,322.4016702,264,351,199,173,90,12,6
242.5,409.3452328,264,351,206,171,81,12,6
244.5,2.8,264,351,219,157,95,12,6
255.0,242.7232875,264,351,201,133,98,11,6
193.0,21.85096664,264,351,214,155,97,12,6
232.5,388.8461591,264,351,189,107,68,11,6
227.5,41.52792184,264,351,234,157,75,13,6
218.5,381.2030984,264,351,222,132,57,11,6
211.0,555.8465736,264,351,213,134,80,11,6
211.5,627.5775272,264,385,207,130,62,11,6
206.5,0.0,264,385,220,150,24,12,6
211.0,480.5168058,264,385,211,173,92,12,6
218.5,813.3994737,264,385,226,157,50,14,6
225.5,401.9025913,264,385,219,161,95,11,6
246.0,299.6938499,264,385,216,162,91,11,6
200.5,3.6,264,385,210,149,124,13,6
275.0,21.89949477,264,385,216,171,92,11,6
257.5,302.6997364,264,385,225,162,86,10,6
242.0,2.0,264,385,222,164,88,11,6
249.5,110.5269114,264,385,224,155,87,13,6
197.5,242.4792178,264,385,220,165,99,13,6
221.0,1014.081965,264,385,213,167,109,13,6
212.0,2.8,264,385,202,162,42,11,6
259.5,77.56265516,264,385,202,164,48,11,6
219.0,232.6130271,264,385,212,155,25,12,6
239.0,0.0,264,385,221,151,34,12,6
242.0,31.78233747,264,385,212,153,96,11,6
215.5,6.145584369,264,385,211,157,100,13,6
241.0,326.5389297,264,385,215,162,100,12,6
251.5,307.7271535,264,385,207,145,62,13,6
231.5,326.2311078,264,385,223,148,46,14,6
242.0,9.656854153,264,385,219,155,54,13,6
225.0,0.0,264,385,213,165,73,14,6
229.5,7.919595814,264,385,201,158,67,12,6
230.5,3.959797907,264,385,211,164,76,12,6
234.0,7.414213538,264,385,207,132,67,13,6
228.0,10.37989895,264,385,216,149,70,13,6
233.0,19.78233747,264,385,211,159,45,14,6
216.5,38.384776,264,385,209,158,50,14,6
264.5,275.6605453,264,385,225,159,106,12,6
261.5,295.4428836,264,385,206,159,111,12,6
246.0,382.1736617,264,385,228,155,109,11,6
246.5,367.8893902,264,385,209,152,98,13,6
233.0,478.7858521,264,385,209,158,73,12,6
188.5,0.0,264,385,214,153,58,12,6
228.0,52.3695523,264,385,205,156,70,12,6
240.0,519.4319434,264,385,201,156,81,12,6
249.0,15.97989895,264,385,207,167,54,13,6
262.5,26.48528123,264,385,196,167,53,13,6
214.5,436.9265596,264,385,214,158,46,12,6
250.0,20.75979791,264,385,205,167,88,12,6
261.5,462.3255525,264,385,202,146,75,11,6
242.0,24.11370831,264,385,213,149,64,12,6
224.5,336.02522,264,385,218,151,10,10,6
248.0,982.187352,264,385,212,123,72,10,6
240.0,324.3330414,264,385,217,158,69,12,6
225.0,14.98233747,264,385,221,159,101,13,6
232.0,250.1409495,264,385,210,148,85,13,6
210.5,6.828427076,264,385,221,150,22,11,6
206.5,599.4554923,264,385,201,169,93,13,6
220.0,13.98822498,264,385,211,160,53,13,6
237.0,406.6173108,264,385,207,162,63,11,6
256.0,14.33969686,264,385,206,142,108,11,6
228.5,34.48528123,264,385,205,159,45,11,6
211.5,349.4457387,264,385,219,154,9,11,6
216.5,7.491168737,264,385,216,157,12,11,6
228.0,458.0731574,264,385,217,159,16,10,6
207.5,178.2469247,264,385,198,173,85,11,6
268.0,60.09015827,264,385,210,158,51,12,6
224.5,10.82842708,264,385,212,163,60,13,6
222.0,240.1860292,264,385,216,154,91,12,6
216.0,282.4335467,264,385,217,149,87,12,6
202.5,280.9291737,264,385,210,158,21,12,6
214.0,275.2619739,264,385,217,163,91,13,6
213.0,565.8554945,264,385,218,154,57,13,6
226.0,248.7350615,264,385,208,159,91,12,6
232.5,9.988224983,264,385,227,143,58,13,6
207.5,13.07106769,264,385,218,158,23,11,6
211.5,0.0,264,385,199,164,46,12,6
206.0,227.6272408,264,385,207,162,36,11,6
249.0,255.8311104,264,385,223,143,22,11,6
251.5,61.02741661,264,385,207,141,35,13,6
196.0,177.0719028,264,385,219,160,111,14,6
266.0,28.61909058,264,385,208,138,32,11,6
230.5,4.828427076,264,385,207,159,17,12,6
258.5,422.645151,264,385,206,141,34,12,6
260.5,32.77644997,264,385,205,167,98,14,6
242.5,790.2287367,264,385,193,175,110,10,6
233.5,297.7472559,264,385,200,167,42,13,6
222.0,239.3291754,264,385,211,167,49,12,6
236.5,250.7232867,264,385,202,172,71,12,6
200.0,11.07106769,264,385,216,156,18,11,6
194.0,268.7115128,264,385,214,154,13,12,6
221.0,158.3086557,264,385,202,148,53,13,6
247.5,456.4441349,264,385,201,153,18,13,6
242.5,500.4240353,264,385,201,151,14,11,6
227.5,2.4,264,385,212,164,29,12,6
253.0,374.6790421,264,385,202,157,13,12,6
247.5,5.414213538,264,385,198,164,99,12,6
249.5,266.6095797,264,385,220,151,86,11,6
255.5,354.2325346,264,385,213,156,91,12,6
238.0,214.2968813,264,385,190,162,102,13,6
217.0,303.6036905,264,385,211,159,41,11,6
215.0,280.3468385,264,385,204,143,57,11,6
162.0,19.45929267,264,385,205,124,77,13,6
220.0,358.0904024,264,385,201,163,66,13,6
217.0,296.0252198,264,385,199,162,58,11,6
199.5,347.2252194,264,385,205,155,17,11,6
212.5,372.7178183,264,385,217,157,20,12,6
211.0,390.1507035,264,385,199,167,41,11,6
234.0,264.9624777,264,385,207,167,43,11,6
222.5,0.0,264,385,200,155,15,13,6
246.5,102.4264061,264,385,200,161,11,14,6
250.0,431.4055359,264,385,207,157,10,13,6
219.5,625.018982,264,385,206,121,83,12,6
206.5,238.9409497,264,385,207,161,88,12,6
230.0,32.83330412,264,385,213,138,107,13,6
225.5,1166.187348,264,385,217,117,84,13,6
223.0,1003.76725,264,385,222,140,78,12,6
209.5,257.9468381,264,385,215,163,39,13,6
235.5,195.2424654,264,385,220,151,93,13,6
229.0,4.779898953,264,385,196,172,76,14,6
210.0,351.5046141,264,385,205,170,61,15,6
223.0,329.9330402,264,385,204,155,20,13,6
230.0,404.6589409,264,385,188,174,62,12,6
211.0,347.1781202,264,385,211,157,15,11,6
232.5,8.691168737,264,385,214,165,81,11,6
218.5,387.060963,264,385,224,158,43,11,6
233.5,4.8,264,385,221,161,53,13,6
187.5,316.0071392,264,385,218,155,104,12,6
198.5,333.7291746,264,385,227,159,100,11,6
192.5,325.4546581,264,385,218,170,117,12,6
244.5,221.3159725,265,385,217,156,100,13,6
233.0,1.6,265,385,196,172,83,13,6
234.0,464.4995601,265,385,204,168,65,13,6
223.5,197.9336331,265,385,198,172,76,13,6
195.0,12.8,265,385,200,125,63,13,6
207.5,363.5878731,265,385,204,115,70,12,6
212.0,6.759797907,265,385,205,162,96,13,6
207.5,53.38233747,265,385,200,123,66,14,6
204.0,20.48528123,265,385,203,139,97,14,6
193.5,336.3330418,265,385,209,148,86,11,6
219.5,274.4487713,265,385,214,162,73,12,6
225.5,248.3801409,265,385,221,158,52,13,6
229.0,282.5291752,265,385,217,164,74,13,6
209.5,33.69015827,265,385,194,94,68,12,6
206.5,348.8820745,265,385,202,101,74,12,6
221.5,593.5734845,265,385,217,139,62,13,6
223.5,893.2971921,265,385,219,115,71,12,6
216.0,297.0761893,265,385,217,148,87,13,6
237.0,6.125483322,265,385,205,165,63,14,6
